HR,Name,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType
95," 47    Tuc",,,,,,
96,,"  159",6.2766666666666655,53.046944444444435,5.74,-0.06,"  B9IV"
97," 44    Psc",,6.350833333333332,1.939722222222222,5.77,0.86,"  G5III"
98,"   Bet Hyi","  161",6.437916666666665,-77.25416666666666,2.8,0.62,"  G2IV"
99,"   Alp Phe",,6.570833333333333,-42.30611111111111,2.39,1.09,"  K0III"
100,"   Kap Phe",,6.550833333333332,-43.67999999999999,3.94,0.17,"  A7V"
101," 10    Cet",Var?,6.655833333333333,-0.049722222222222216,6.19,0.9,"  G8III"
102,,,6.811249999999999,-25.547222222222217,5.98,1.03,"  G8III"
103," 47    Psc",TV Psc,7.012083333333332,17.893055555555552,5.06,1.65,"  M3III"
104,,,7.057083333333332,44.39444444444444,5.17,0.03,"  A2V s"
105,"   Eta Scl",Eta Scl,6.982083333333333,-33.00722222222222,4.81,1.64,"  M4III"
106," 48    Psc",,7.052916666666666,16.444999999999997,6.06,1.58,"  K5III"
107,,,7.083749999999999,10.18972222222222,6.04,0.43,"  F6Va vw"
108,,,7.087916666666666,-20.334999999999997,6.43,0.59,"  G0V"
109,,,7.109999999999999,-39.91499999999999,5.43,1.56,"  M0III"
110,,,7.235833333333332,36.9,6.26,0.92,"  G5III"
111,,,7.1795833333333325,-50.532777777777774,6.26,1.09,"  K0III"
112,,,7.729166666666666,77.01944444444443,6.21,0.84,"  K0IV"
113,,,7.582916666666666,59.97722222222222,5.94,0.01,"  B9IIIn"
114," 28    And",GN And,7.530416666666666,29.75166666666666,5.23,0.24,"  A7III"
115,,,7.466249999999999,-14.864166666666664,6.14,0.37,"  F2III"
116,,,7.453749999999999,-32.11666666666666,6.57,1.34,"  K4III"
117," 12    Cet",,7.509999999999999,-3.9572222222222218,5.72,1.56,"  M0III"
118,,,7.594583333333333,-23.787777777777773,5.19,0.12,"  A5Vn"
119,,BB Phe,7.615833333333333,-40.93944444444444,6.19,0.33,"  F2III"
120,,,7.608749999999999,-48.214999999999996,5.69,0.35,"  F2V"
121," 13    Cas",,7.855416666666666,66.51944444444443,6.18,-0.1,"  B6V"
122,,,7.856666666666666,33.58166666666666,5.87,1.14,"  K1III"
123," 14Lam Cas",,7.9433333333333325,54.52222222222222,4.73,-0.1,"  B8Vn"
124,,,7.921666666666666,52.83944444444444,5.6,1.15,"  K2III"
125,"   Lam1Phe",,7.854166666666666,-48.8036111111111,4.77,0.02,"  A0V"
126,"   Bet1Tuc",,7.886249999999999,-62.958055555555546,4.37,-0.07,"  B9V"
127,"   Bet2Tuc",,7.889999999999999,-62.96583333333332,4.54,0.15,"  A2V+A7V"
128,,,8.111666666666666,43.494722222222215,6.7,-0.01,"  A1Vn"
129,,,8.330416666666666,70.98166666666665,6.42,-0.01,"  A0Vn"
130," 15Kap Cas",Kap Cas,8.249999999999998,62.93166666666666,4.16,0.14,"  B1Ia"
131," 52    Psc",,8.147916666666665,20.29444444444444,5.38,1.08,"  K0III"
132," 51    Psc",Var?,8.099166666666665,6.955555555555555,5.67,0.0,"  B9.5V"
133,,,8.143749999999999,27.580555555555552,6.67,,"  A2IV"
134,,,8.204583333333332,28.280277777777773,6.3,1.0,"  K0III"
135,,,8.293333333333333,54.894999999999996,5.93,1.04,"  K0III"
136,"   Bet3Tuc",,8.1825,-63.0311111111111,5.09,0.04,"  A0V"
137," 16    Cas",,8.603749999999998,66.75027777777777,6.48,-0.08,"  B9III"
138,,,8.421249999999999,-29.55833333333333,5.55,1.27,"  K2III"
139,"   The Tuc",The Tuc,8.347083333333332,-71.2661111111111,6.13,0.23,"  A7IV"
140,,,8.615833333333333,-52.373055555555545,5.57,0.47,"  F3IV-V"
141,,,8.730416666666665,13.371111111111109,6.4,,"  K0"
142," 13    Cet","  212",8.812083333333332,-3.592777777777777,5.2,0.56,"  F8V"
143," 14    Cet",,8.886666666666665,-0.5055555555555555,5.93,0.44,"  F5IV"
144,,,9.034583333333332,54.168611111111105,5.08,-0.11,"  B7III"
145,,,8.977916666666665,13.206666666666665,6.41,0.52,"  F7V"
146,,,9.11375,60.3261111111111,5.79,0.29,"  A4III"
147,"   Lam2Phe",,8.921249999999999,-48.000833333333325,5.51,0.44,"  F6V"
148,,"  219",8.889166666666666,-54.82194444444444,6.06,1.01,"  K0IV"
149,,"  221",9.083333333333332,27.25472222222222,6.5,-0.09,"  B8IIIpHgMn:"
150,,,9.0125,-14.97361111111111,6.45,1.06,"  G9III"
151,,BG Cet,9.028749999999999,-22.842499999999998,6.06,0.29,"  A6pSr"
152,,,9.194166666666666,44.488611111111105,5.13,1.6,"  K5-M0III"
153," 17Zet Cas","  225",9.242916666666666,53.896944444444436,3.66,-0.2,"  B2IV"
154," 29Pi  And","  227",9.220416666666665,33.71944444444444,4.36,-0.14,"  B5V"
155," 53    Psc",AG Psc,9.197083333333332,15.231666666666666,5.89,-0.15,"  B2.5IV"
156,,,9.28,24.014166666666664,6.47,,"  K2III"
157,,,9.337916666666665,35.39944444444444,5.48,0.88,"  G2.5IIa"
158,,"  235",9.947083333333332,82.49388888888888,6.4,0.55," dF6"
159,,,9.336249999999998,-24.76722222222222,5.57,0.72,"  G8V"
160,,,9.155833333333332,-65.12472222222222,6.42,1.26,"  K2-3III"
161,,,9.377083333333331,3.135277777777777,6.39,1.33,"  K4III"
162,,,9.325416666666666,-54.394166666666656,6.41,1.0,"  K0II-IIICNIV"
163," 30Eps And",,9.638749999999998,29.311666666666664,4.37,0.87,"  G6IIIFe-3CH1"
164,,,9.791249999999998,49.35444444444444,5.43,1.64,"  K7III"
165," 31Del And",,9.832083333333332,30.86083333333333,3.27,1.28,"  K3III"
166," 54    Psc","  245",9.840833333333332,21.250555555555554,5.87,0.85,"  K0+V"
167," 55    Psc",,9.981666666666666,21.43833333333333,5.36,1.16,"  K0III+F3V"
168," 18Alp Cas",Alp Cas,10.127083333333331,56.53722222222221,2.23,1.17,"  K0IIIa"
169,,,9.669999999999998,-73.1372222222222,6.85,0.11,"  A1m"
170,,Z Scl,9.991249999999999,-33.96166666666666,6.69,0.51,"  F8V"
171,,,9.966666666666665,-44.79666666666666,6.01,1.14,"  K1IIICNII"
172,,,10.119166666666665,-16.51694444444444,6.49,0.92,"  G5"
173,,,10.137083333333331,-23.804444444444442,6.14,0.7,"  G3V"
174,,,10.176666666666666,-4.3519444444444435,5.91,1.1,"  K0III"
175," 32    And",,10.28,39.458611111111104,5.33,0.89,"  G8III"
176,,,10.11,-59.454444444444434,5.89,0.55,"  G1V"
177,,,10.514166666666664,66.1475,5.83,1.04,"  G9III-IV"
178,,"  258",10.399999999999999,24.629166666666663,6.04,0.26,"  A7m"
179," 19Xi  Cas","  260",10.51625,50.512499999999996,4.8,-0.11,"  B2V"
180,"   Mu  Phe",,10.331666666666665,-46.084999999999994,4.59,0.97,"  G8III"
181,,,10.629583333333333,58.75333333333332,6.17,-0.01,"  B9.5III"
182," M 31  And",S And,,,,,
183,"   Xi  Phe",Xi  Phe,10.443333333333332,-56.50166666666666,5.7,0.2,"  ApSrEuCr"
184," 20Pi  Cas","  268",10.867083333333332,47.024722222222216,4.94,0.18,"  A5V"
185,"   Lam1Scl",,10.678749999999999,-38.46333333333333,6.06,-0.03,"  A0V"
186,,,10.674166666666665,-60.262499999999996,5.98,1.32,"  K5III"
187,"   Rho Tuc",,10.618333333333332,-65.46805555555555,5.39,0.5,"  F6V"
188," 16Bet Cet","  272",10.897499999999999,-17.986666666666665,2.04,1.02,"  G9.5IIICH-1"
189,,,11.11,47.86416666666666,5.67,-0.12,"  B5V"
190,,,10.959166666666665,-12.011666666666665,6.02,1.1,"  K2III-IV"
191,"   Eta Phe",,10.838333333333331,-57.46305555555555,4.36,0.0,"  A0IV"
192," 21    Cas",YZ Cas,11.412499999999998,74.98805555555555,5.66,0.05,"  A2IV"
193," 22Omi Cas",Omi Cas,11.181249999999999,48.28444444444444,4.54,-0.07,"  B5IIIe"
194," 17Phi1Cet","  278",11.0475,-10.609444444444444,4.76,1.01,"  K0III"
195,"   Lam2Scl",,11.050416666666665,-38.42166666666666,5.9,1.16,"  K1III"
196,,,11.321666666666665,55.22166666666666,5.42,0.04,"  A2V s"
197,,,11.184999999999999,-22.006111111111107,5.24,0.33,"  F1III-IV"
198,,,11.237916666666665,-42.67666666666666,5.94,0.28,"  F0V"
199,,,11.134583333333332,-62.49777777777777,6.07,0.44,"  F5III-IV"
200,,,11.662499999999998,69.32499999999999,6.33,,"  F3V"
201,,,11.350416666666666,-4.629166666666666,6.15,1.62,"  M0III"
202,,,11.249999999999998,-53.714999999999996,6.15,0.53,"  F7III"
203," 18    Cet",,11.369583333333331,-12.880833333333332,6.15,0.61,"  G0V"
204,,,11.562916666666665,55.30527777777777,6.52,,"  A2III"
205,,,11.545416666666664,44.86138888888888,6.05,-0.07,"  B9.5IIIpHgMnCr"
206,,,11.423749999999998,-16.424166666666665,6.47,0.31,"  F1IVn"
207,,,11.676666666666666,59.57444444444444,6.39,1.09,"  G0Ib"
208," 23    Cas",,11.942083333333331,74.8475,5.41,-0.08,"  B8III"
209,,,11.439999999999998,-47.55166666666666,5.8,0.64,"  G1V"
210,,,11.549166666666665,-22.52194444444444,5.5,0.98,"  G3V"
211," 57    Psc","  293",11.6375,15.475555555555554,5.38,1.65,"  M4IIIa"
212,,,12.037916666666666,72.675,5.87,1.01,"  K0IV"
213," 58    Psc",,11.756249999999998,11.973888888888887,5.5,0.97,"  G8II"
214," 59    Psc",XX Psc,11.806666666666665,19.578888888888887,6.13,0.27,"  F0Vn"
215," 34Zet And",Zet And,11.834583333333331,24.26722222222222,4.06,1.12,"  K1IIe"
216," 60    Psc",,11.848333333333331,6.740833333333333,5.99,0.94,"  G8III"
217," 61    Psc",,11.978333333333332,20.925277777777776,6.54,0.5,"  F8V"
218,,,11.930416666666666,-18.061388888888885,5.7,1.3,"  K3III"
219," 24Eta Cas",,12.274999999999999,57.81583333333332,3.44,0.57,"  F9V+dM0"
220,,,12.004583333333331,-21.722499999999997,5.57,-0.06,"  B9V"
221," 62    Psc",,12.072499999999998,7.299999999999999,5.93,1.1,"  G8III"
222,,,12.095833333333331,5.280555555555555,5.75,0.88,"  K2V"
223," 25Nu  Cas","  302",12.208749999999998,50.96833333333333,4.89,-0.11,"  B9III"
224," 63Del Psc",,12.170833333333333,7.584999999999999,4.43,1.5,"  K4IIIb"
225," 64    Psc",,12.244583333333331,16.94055555555555,5.07,0.51,"  F8V"
226," 35Nu  And",,12.453333333333331,41.07888888888888,4.53,-0.15,"  B5V+F8V"
227,,,12.356666666666666,-13.561388888888887,5.59,1.3,"  K5III"
228,,,12.307916666666666,-24.136388888888884,5.9,0.95,"  K2III"
229,,,12.236249999999998,-46.69777777777777,6.27,0.9,"  G8III"
230," 65    Psc",,12.469999999999999,27.71083333333333,7.0,0.36,"  F4III"
231," 65    Psc",,12.471666666666666,27.710277777777772,7.1,,"  F5III"
232,,,12.389166666666664,-23.361666666666665,6.28,0.13,"  A3V"
233,,"  317",12.681666666666665,64.24749999999999,5.39,0.49,"  G0III-IV+B9.5V"
234,,GO And,12.576249999999998,45.002222222222215,6.15,0.01,"  A0pCr"
235," 19Phi2Cet","  316",12.531666666666665,-10.644444444444444,5.19,0.5,"  F7IV-V"
236,"   Lam Hyi",,12.147499999999999,-74.92333333333332,5.07,1.37,"  K5III"
237,,"  319",12.818333333333332,61.805833333333325,6.07,1.88,"  K2Ib-IICN-2"
238,,V526 Cas,12.739166666666666,51.50805555555555,6.39,0.28,"  F2IV"
239,,AZ Phe,12.515416666666665,-43.394722222222214,6.48,0.29,"  A9-F0III"
240,,,13.721249999999998,83.70722222222221,5.62,0.09,"  A4V"
241,,,12.890416666666665,51.5711111111111,6.21,,"  B9.5V"
242,"   Rho Phe",Rho Phe,12.671666666666665,-50.98694444444444,5.22,0.36,"  F2III"
243,,,12.826249999999998,3.3849999999999993,6.37,1.07,"  K0III"
244,,,13.267083333333332,61.12416666666666,4.82,0.53,"  F8V"
245,,,12.967083333333331,-43.70916666666666,6.9,0.35,"  F2V+F5V"
246,,,13.222499999999998,38.54861111111111,6.69,0.02,"  A2V"
247,,,13.169166666666666,-24.00583333333333,5.46,1.24,"  K2III"
248," 20    Cet",,13.252083333333331,-1.1441666666666666,4.77,1.57,"  M0III"
249,,,13.367499999999998,37.41805555555555,6.06,1.14," gK3"
250,,,13.448333333333332,52.68916666666666,6.27,0.19,"  A5m"
251,,,13.301666666666664,-24.776944444444442,6.46,0.44,"  F6IV-V"
252,"   Lam1Tuc","  334",13.101249999999999,-69.50444444444443,6.22,0.56,"  F7IV-V"
253," 26Ups1Cas",,13.750416666666665,58.97277777777777,4.83,1.21,"  K2III"
254," 66    Psc",,13.646666666666665,19.188333333333333,5.74,-0.01,"  A1VN"
255," 21    Cet",,13.573333333333332,-8.740833333333333,6.16,0.92,"  G5IV"
256,,,13.771666666666665,48.6786111111111,6.27,1.68,"  M2.5IIIa"
257,,BQ Tuc,13.407916666666665,-62.87138888888888,5.7,1.56,"  M4III"
258," 36    And","  343",13.741666666666665,23.62833333333333,5.47,1.0,"  K1IV"
259,,"  346",13.811249999999998,24.55694444444444,6.2,1.62,"  M4IIIab"
260,,,14.053749999999997,57.99666666666666,6.21,1.37,"  K3III"
261,,,14.231666666666666,68.7761111111111,6.37,0.38,"  F4III"
262," 67    Psc",,13.993749999999999,27.20944444444444,6.09,0.14,"  A5IV"
263,,,13.926666666666664,-7.347222222222221,5.85,1.52,"  K5III"
264," 27Gam Cas",Gam Cas,14.177083333333332,60.71666666666666,2.47,-0.15,"  B0IVe"
265," 28Ups2Cas",,14.165833333333332,59.1811111111111,4.63,0.96,"  G8IIIbFe-0.5"
266,,,14.196249999999997,60.36277777777777,5.55,-0.07,"  B9IVn"
267," 22Phi3Cet",,14.006249999999998,-11.266666666666666,5.31,1.52,"  K4III"
268,,,13.981249999999998,-27.775555555555552,6.1,1.67,"  M0III"
269," 37Mu  And",,14.18833333333333,38.49944444444444,3.87,0.13,"  A5V"
270,"   Lam2Tuc",,13.751249999999999,-69.52694444444444,5.45,1.09,"  K2III"
271," 38Eta And",,14.301666666666664,23.417499999999997,4.42,0.94,"  G8IIIb"
272,,,14.415416666666665,45.839722222222214,6.12,1.02,"  K2III"
273,,,14.629583333333331,66.35222222222221,5.97,-0.02,"  A0III"
274," 68    Psc",,14.459166666666665,28.992222222222217,5.42,1.08," gG6"
275,,,14.559166666666664,33.95083333333333,5.98,1.0,"  K0"
276,,,14.477083333333331,13.695833333333331,6.32,0.89,"  G8III"
277,,,14.578749999999998,21.40444444444444,6.37,0.09,"  A2V"
278,,,15.129166666666665,70.98305555555555,6.39,0.13,"  A4IV"
279," 23Phi4Cet",,14.682916666666666,-11.379999999999999,5.61,0.97,"  G7III"
280,"   Alp Scl","  359",14.651666666666666,-29.357499999999995,4.31,-0.16,"  B7IIIp"
281,,,14.593333333333332,-60.69638888888888,6.23,0.1,"  Am"
282,,,15.014166666666664,44.71111111111111,6.84,,"  A2Vn"
283,,,15.014999999999999,44.713333333333324,6.04,-0.01,"  B9.5Vn"
284,,WW Psc,14.957083333333332,6.483055555555555,6.11,1.67,"  M2III"
285,,,17.186249999999998,86.25694444444443,4.25,1.21,"  K2II-III"
286,,,23.459999999999997,89.01555555555555,6.46,0.11,"  A3V"
287,,,15.576666666666664,51.035,6.47,,"  A3V"
288,"   Xi  Scl",,15.326249999999998,-38.916666666666664,5.59,1.18,"  K0III"
289,,,15.756249999999998,47.37611111111111,6.45,0.25,"  A9IV"
290," 39    And",,15.726249999999999,41.34499999999999,5.98,0.16,"  A5m"
291," 69Sig Psc",,15.704583333333332,31.80444444444444,5.5,-0.05,"  B9.5V"
292,,,15.904166666666665,61.07499999999999,5.92,0.49,"  F0II"
293,"   Sig Scl",,15.609999999999998,-31.55194444444444,5.5,0.08,"  A2V"
294," 71Eps Psc",,15.735833333333332,7.889999999999999,4.28,0.96,"  K0III"
295,"   Ome Phe",,15.507499999999999,-57.00249999999999,6.11,0.94,"  G8III"
296," 25    Cet",,15.76083333333333,-4.836666666666666,5.43,1.11,"  K0III-IV"
297,,,16.081666666666663,61.580277777777766,5.84,0.54,"  F6V"
298,,,16.009999999999998,52.502222222222215,5.99,1.47,"  K2"
299,,,15.704999999999998,-46.397499999999994,5.36,0.9,"  G8III"
300,,,15.82333333333333,-29.52583333333333,6.29,0.93,"  G5IV"
301," 26    Cet",,15.954166666666664,1.3666666666666665,6.04,0.27,"  F1V"
302,,,16.194999999999997,51.00999999999999,6.54,-0.08,"  B3V"
303,,,16.115,29.658611111111107,6.19,0.43,"  F7IV-V"
304,,CC Tuc,15.678749999999997,-65.4561111111111,6.21,1.64,"  M2III"
305,,,16.151666666666664,39.9911111111111,6.72,0.31,"  F0Vn"
306,,,19.05625,87.14527777777776,6.25,1.12," gK2"
307," 73    Psc",,16.219166666666666,5.6563888888888885,6.0,1.51," gK5"
308," 72    Psc",,16.272499999999997,14.94611111111111,5.68,0.41,"  F4II-III"
309,,,16.595,62.761666666666656,6.54,0.19,"  A5Vn"
310," 74Psi1Psc","  397",16.420416666666664,21.47333333333333,5.34,-0.03,"  A1Vn"
311," 74Psi1Psc",,16.42375,21.465277777777775,5.56,-0.07,"  A0Vn"
312,,,17.301249999999996,80.01166666666666,6.29,,sgG6
313," 77    Psc",,16.455,4.908333333333332,6.35,0.38,"  F3V"
314," 77    Psc",,16.464166666666664,4.909444444444444,7.25,0.49,"  F6V"
315," 27    Cet",,16.403333333333332,-9.979166666666666,6.12,1.01,"  K0III"
316,,,16.750833333333333,56.934999999999995,6.43,1.18,"  K2III"
317," 28    Cet",,16.52125,-9.839444444444442,5.58,0.01,"  A1V"
318,,,16.789583333333333,53.49833333333333,6.38,,"  K2III"
319," 75    Psc",,16.639999999999997,12.95611111111111,6.12,0.96,"  G8III"
320,,,16.532083333333333,-23.992499999999996,6.14,1.09,"  G8-K0III"
321," 30Mu  Cas","  405",17.06833333333333,54.92027777777777,5.17,0.69,"  G5Vb"
322,"   Bet Phe","  400",16.520833333333332,-46.7186111111111,3.31,0.89,"  G8III"
323,,,16.610416666666666,-35.66083333333333,6.61,0.14,"  A1V"
324," 41    And",,17.003749999999997,43.94194444444444,5.03,0.11,"  A3m"
325,,,16.80458333333333,-23.996388888888887,6.37,0.23,"  A7V"
326,,,17.138749999999998,58.2636111111111,5.79,-0.01,"  B8V"
327," 78    Psc",,17.005416666666665,32.01222222222222,6.25,0.4,"  F5IV"
328," 79Psi2Psc",,16.98833333333333,20.739166666666662,5.55,0.13,"  A3V"
329," 30    Cet",,16.9425,-9.785555555555554,5.82,0.43,"  F7IV"
330," 80    Psc","  410",17.092499999999998,5.649722222222222,5.52,0.34,"  F0III-IV"
331,"   Ups Phe",,16.94958333333333,-41.48694444444444,5.21,0.16,"  A3IV"
332,"   Iot Tuc",,16.827916666666663,-61.77527777777777,5.37,0.88,"  G5III"
333,,,18.06958333333333,79.67388888888888,5.64,0.01,"  A3V"
334," 31Eta Cet",,17.147499999999997,-10.18222222222222,3.45,1.16,"  K1.5IIICN1Fe0.5"
335," 42Phi And",Var?,17.375833333333333,47.241944444444435,4.25,-0.07,"  B7Ve"
336," 31    Cas",,17.663749999999997,68.7786111111111,5.29,-0.02,"  A0Vnn"
337," 43Bet And","  414",17.432916666666664,35.62055555555555,2.06,1.58,"  M0+IIIa"
338,"   Zet Phe",Zet Phe,17.096249999999998,-55.24583333333332,3.92,-0.08,"  B6V+B9V"
339," 81Psi3Psc",Var?,17.455,19.65861111111111,5.55,0.69,"  G0III"
340," 44    And",,17.57833333333333,42.08138888888888,5.65,0.6,"  F8V"
341,,,17.58083333333333,25.457777777777775,5.8,1.47,"  K7III"
342,,"  424",17.856666666666666,64.20277777777777,5.55,-0.07,"  B9.5V"
343," 33The Cas","  423",17.77583333333333,55.149722222222216,4.33,0.17,"  A7V"
344,,,17.547916666666666,15.674166666666665,6.06,1.49,"  M0III"
345," 32    Cas",RU Cas,17.9225,65.01888888888888,5.57,-0.09,"  B9IV"
346," 32    Cet",,17.549999999999997,-8.90611111111111,6.4,1.04,"  K0III"
